ID;tahun_lahir;Pendidikan;Status_pernikahan;Pendapatan;jumlah_anak;jumlah_remaja;tanggal_pendaftaran;recency;Spent_wine;Spent_buah;Spent_daging;Spent_ikan;Spent_emas
8315;1995;Graduation;Single;34824;0;0;26/03/2014;65;4;2;11;2;4
2868;1949;PhD;Single;26518;1;1;08/04/2013;33;20;1;28;3;2
10888;1961;Graduation;Single;45938;0;0;03/11/2013;46;273;11;178;62;29
1277;1960;Graduation;Together;78468;0;0;09/04/2014;29;434;22;388;104;34
9977;1973;Graduation;Divorced;78901;0;1;17/09/2013;99;321;11;309;33;34
10196;1978;Graduation;Married;71427;2;0;12/03/2014;26;212;123;177;15;23
6384;1978;Graduation;Divorced;71022;0;1;11/02/2014;30;909;12;278;0;242
8029;1988;Master;Single;90247;0;0;29/04/2014;27;1184;32;352;21;16
968;1968;Master;Divorced;41335;1;0;26/12/2013;24;112;19;21;16;5
6988;1986;Graduation;Married;71952;1;0;10/01/2013;93;656;80;455;52;93
4472;1970;PhD;Divorced;35682;1;0;27/06/2014;34;23;0;8;6;18
6991;1951;Graduation;Divorced;43185;0;1;10/04/2013;88;537;6;42;16;30
3336;1948;PhD;Together;66375;0;1;21/11/2013;96;712;0;45;0;191
4301;1971;Master;Married;35178;1;0;10/01/2013;10;23;1;13;2;18
1940;1986;Graduation;Married;25252;1;0;12/07/2013;26;1;3;4;2;6
1272;1965;Master;Single;55250;0;1;21/10/2012;49;664;58;83;32;66
1388;1975;Graduation;Single;33249;1;0;20/02/2013;11;6;10;21;19;42
1044;1953;Graduation;Together;58398;0;0;14/05/2013;44;299;5;201;21;49
6969;1982;Graduation;Together;50272;1;0;07/08/2013;75;99;13;66;43;4
10479;1975;PhD;Married;76618;0;0;07/12/2012;64;749;40;294;121;147
3619;1960;2n Cycle;Divorced;87305;0;0;23/09/2012;19;345;25;501;63;80
1715;1978;Graduation;Together;25851;1;0;11/02/2013;45;9;4;18;7;5
10159;1970;Graduation;Divorced;58710;0;1;31/03/2013;77;440;81;368;0;174
1463;1958;Graduation;Single;45160;1;1;29/03/2014;9;8;2;5;3;3
5114;1965;Master;Married;74806;0;1;19/12/2012;1;670;9;249;0;9
4990;1954;Graduation;Married;59111;0;0;02/05/2013;90;524;0;134;28;155
4329;1984;PhD;Married;18988;1;0;23/05/2014;43;6;0;6;2;1
10936;1965;Graduation;Married;72190;0;0;13/02/2013;79;597;166;597;172;249
4692;1976;Graduation;Married;7500;1;0;01/08/2012;19;7;0;12;13;32
7212;1966;Graduation;Married;44794;0;1;08/06/2014;99;54;0;7;0;4
6086;1955;Graduation;Married;80395;0;0;23/11/2013;62;445;25;706;80;48
437;1976;Master;Divorced;75012;0;0;25/01/2014;41;294;142;218;164;151
11171;1965;Master;Married;56962;2;1;11/10/2013;60;292;3;77;10;26
11101;1991;Graduation;Together;89891;0;0;15/04/2013;17;412;22;132;59;183
5329;1949;PhD;Divorced;35946;1;1;27/09/2013;24;8;0;3;0;0
610;1953;PhD;Together;53593;1;1;07/08/2012;60;349;4;78;6;43
9384;1978;Graduation;Married;66373;1;1;12/06/2013;57;328;9;124;12;109
5956;1948;PhD;Divorced;45072;1;2;16/10/2013;74;144;2;99;7;30
10430;1973;Graduation;Divorced;89694;1;1;09/10/2013;22;1126;28;211;37;42
7875;1949;Graduation;Married;72025;0;0;29/04/2014;46;967;0;617;43;0
7072;1973;Graduation;Married;67432;0;1;29/03/2013;69;432;79;341;177;170
6255;1952;Master;Together;70545;0;1;03/06/2014;29;138;39;63;55;21
6516;1989;Basic;Married;17487;1;0;18/03/2013;37;0;0;1;7;6
5564;1969;Graduation;Together;62882;0;1;09/08/2012;26;509;133;497;78;97
5682;1953;PhD;Single;64108;0;1;23/03/2013;8;948;10;86;13;21
7458;1956;Master;Together;34941;1;1;06/03/2013;26;39;2;25;4;24
5237;1950;PhD;Single;48767;1;2;01/01/2014;79;28;1;21;3;10
7761;1978;2n Cycle;Together;38702;1;0;01/08/2013;71;13;11;24;13;40
5278;1964;Graduation;Married;82224;0;0;25/01/2014;83;307;26;360;138;40
3560;1952;Graduation;Together;83844;0;0;12/05/2013;57;901;31;345;75;191
7235;1975;2n Cycle;Married;17003;1;0;09/12/2013;37;2;5;12;4;7
10548;1995;Graduation;Single;71163;0;0;09/03/2014;30;283;17;372;138;44
2281;1970;Graduation;Single;33697;1;0;15/09/2013;34;4;3;7;0;11
4073;1954;2n Cycle;Married;63564;0;0;29/01/2014;0;769;80;252;15;65
6974;1972;PhD;Together;83443;0;0;31/12/2013;89;518;42;742;55;84
7938;1958;PhD;Together;51518;0;1;03/10/2013;92;350;8;66;17;4
7094;1975;Graduation;Widow;58330;0;1;25/12/2013;87;445;53;213;104;151
3667;1969;Graduation;Married;80952;0;0;28/02/2013;20;778;178;689;41;44
7723;1979;Graduation;Together;75507;0;0;02/05/2014;56;709;93;374;104;80
3870;1978;2n Cycle;Together;63855;0;0;09/02/2013;28;359;35;314;93;89
4012;1972;PhD;Together;62220;0;1;11/08/2012;55;799;12;375;16;12
5909;1964;Graduation;Married;58512;0;1;19/09/2013;25;895;10;101;13;152
10470;1979;Master;Married;40662;1;0;15/03/2013;0;40;2;23;0;23
6488;1959;PhD;Married;38829;0;1;06/04/2014;86;76;0;7;0;16
10270;1981;2n Cycle;Married;35523;1;0;03/10/2013;8;11;5;22;12;11
6887;1967;Graduation;Single;79146;1;1;24/04/2014;33;245;16;223;21;16
6406;1988;Master;Married;78285;0;0;28/10/2013;13;647;107;391;175;40
7573;1978;PhD;Single;31626;1;0;10/05/2013;12;39;1;9;2;34
4508;1952;Graduation;Single;75127;0;0;22/05/2014;92;203;35;305;46;227
221;1955;Graduation;Married;48726;0;1;27/04/2013;90;138;3;38;4;59
5331;1977;Graduation;Married;74985;0;0;11/09/2012;8;587;51;898;247;86
1911;1987;Graduation;Together;67430;0;0;05/09/2012;6;595;97;291;127;121
20;1965;2n Cycle;Married;46891;0;1;01/09/2013;91;43;12;23;29;61
8786;1956;Master;Married;62058;0;1;26/05/2013;52;301;7;74;10;58
10582;1979;Graduation;Married;72063;0;1;03/07/2013;3;180;32;348;76;90
1915;1951;PhD;Married;78939;0;0;12/12/2013;57;794;115;243;150;205
8897;1965;Graduation;Single;42720;1;1;24/04/2013;9;392;5;91;28;112
2371;1972;Graduation;Married;33622;1;1;13/04/2013;22;39;1;22;3;12
4303;1957;PhD;Together;6835;0;1;08/12/2012;76;107;2;12;2;12
6825;1953;Graduation;Together;41452;1;1;06/03/2013;86;13;0;3;0;0
1072;1965;PhD;Single;40760;0;1;30/08/2013;64;70;0;17;0;6
4964;1958;PhD;Together;74250;0;0;26/01/2014;90;680;11;392;75;0
2461;1955;Master;Single;51124;1;1;18/12/2013;79;26;1;11;0;4
10736;1971;Graduation;Single;72258;0;1;12/09/2013;28;522;0;522;227;134
3194;1974;PhD;Single;71466;0;0;05/04/2014;86;412;12;546;78;0
10839;1976;Graduation;Together;36283;1;1;14/04/2014;42;6;5;5;8;5
49;1970;Graduation;Single;20587;1;0;11/05/2014;39;2;3;6;4;9
4290;1972;Graduation;Married;30467;1;0;19/03/2014;8;1;3;8;2;5
10219;1972;Graduation;Together;31590;1;0;18/06/2013;40;6;2;15;6;3
4211;1986;Basic;Married;20425;1;0;29/10/2012;5;4;12;5;3;17
1135;1960;Master;Together;17144;1;1;15/02/2014;96;18;2;19;0;6
6299;1968;PhD;Divorced;42564;0;1;02/01/2013;28;324;48;186;39;198
10846;1978;Master;Married;43783;1;0;29/05/2014;22;327;9;125;25;139
347;1976;Graduation;Divorced;40780;0;1;08/09/2012;30;229;27;71;13;34
6543;1945;Master;Together;62847;0;0;15/01/2013;45;521;168;706;80;61
10446;1957;PhD;Married;82017;0;0;07/11/2012;58;184;23;446;30;23
3479;1950;Graduation;Single;16813;0;0;19/07/2013;49;4;8;11;12;13
11075;1978;Graduation;Married;51267;1;1;29/10/2013;37;183;2;64;7;12
4442;1961;Graduation;Single;46524;0;1;05/04/2013;70;31;19;35;26;52
199;1962;Master;Single;45183;0;0;20/01/2013;33;219;3;60;12;12
6722;1954;PhD;Married;70421;0;1;28/06/2014;98;479;28;136;75;35
796;1965;2n Cycle;Divorced;60161;0;1;23/10/2012;17;584;44;212;46;177
3749;1973;Graduation;Together;73926;0;0;02/03/2013;54;627;91;597;159;15
8523;1968;Graduation;Married;19329;1;0;14/12/2013;39;24;1;16;12;5
310;1970;Master;Married;61872;0;1;13/12/2013;81;330;5;159;36;16
8629;1956;Graduation;Widow;46984;1;1;26/03/2013;71;19;1;10;2;8
236;1951;Graduation;Married;34838;1;1;19/01/2013;62;28;23;29;29;47
9930;1944;PhD;Single;82716;0;0;05/11/2013;8;606;148;228;15;22
3483;1958;Graduation;Married;48192;0;0;06/04/2013;76;1039;43;204;153;29
4599;1976;Master;Married;49681;0;2;04/11/2013;66;411;0;26;0;21
7326;1971;Master;Married;56850;0;1;23/03/2014;83;34;1;19;2;0
7352;1957;Graduation;Married;55267;0;1;21/10/2013;28;161;28;136;32;45
2350;1972;Graduation;Married;59666;1;1;22/03/2013;87;623;53;178;23;133
9145;1972;Graduation;Single;72504;0;1;06/04/2013;43;604;26;470;123;94
2964;1981;Graduation;Married;26872;0;0;16/10/2013;0;3;10;8;3;32
5585;1972;Graduation;Single;21359;1;0;20/04/2013;1;12;2;17;6;10
9687;1975;Graduation;Single;73170;0;0;31/05/2014;1;184;174;256;50;32
3732;1955;Master;Married;52750;0;1;04/02/2013;72;393;0;239;90;69
6303;1986;PhD;Together;91820;0;0;23/11/2013;72;410;73;747;76;30
11176;1970;PhD;Together;65968;0;1;12/05/2014;12;376;9;83;19;4
2986;1976;Graduation;Married;30772;1;1;12/03/2014;89;7;2;4;2;4
7462;1954;Graduation;Single;22507;0;0;24/11/2012;67;68;0;226;51;68
3900;1972;Graduation;Married;65685;0;1;29/03/2014;54;642;14;49;0;57
7034;1978;2n Cycle;Married;25804;1;0;01/09/2013;34;8;7;9;13;12
9493;1980;PhD;Single;76412;0;0;05/05/2013;15;840;53;804;23;17
1143;1972;Graduation;Married;22063;1;0;08/08/2013;43;7;10;13;3;11
1;1961;Graduation;Single;57091;0;0;15/06/2014;0;464;5;64;7;37
3855;1963;Graduation;Married;22419;0;0;18/04/2013;74;30;3;47;19;42
5536;1959;Graduation;Together;87771;0;1;22/05/2013;61;1492;38;287;50;33
5989;1959;2n Cycle;Divorced;78353;0;1;16/04/2013;51;752;122;476;39;34
9499;1954;Graduation;Married;93404;1;2;07/05/2013;97;1279;15;287;20;15
6768;1962;Graduation;Divorced;37859;1;2;12/01/2013;75;22;1;8;2;2
2150;1958;PhD;Widow;80995;0;1;11/05/2013;83;860;28;409;73;56
6646;1984;Graduation;Together;16529;1;0;01/03/2014;23;3;0;5;13;1
4887;1976;PhD;Divorced;55412;1;1;22/11/2013;65;10;5;28;11;8
8560;1992;Graduation;Single;48789;0;0;10/09/2012;94;351;16;156;7;145
3321;1967;PhD;Together;56575;0;2;05/05/2013;42;421;5;90;0;10
11003;1980;2n Cycle;Together;25130;1;0;02/10/2013;10;2;5;7;0;18
10402;1967;Graduation;Married;35441;1;1;14/02/2013;94;25;1;9;2;1
9904;1956;Graduation;Married;71391;0;1;29/03/2013;50;336;123;274;46;141
6141;1972;Master;Single;49494;1;0;25/04/2013;46;191;9;97;0;82
5687;1980;Graduation;Divorced;81702;0;0;23/09/2012;98;563;50;774;28;187
10856;1980;2n Cycle;Single;45889;0;1;02/07/2013;42;31;0;6;0;8
5121;1977;Graduation;Single;56628;0;1;21/03/2014;30;479;5;82;7;171
4186;1950;Graduation;Together;34026;1;1;05/08/2013;11;18;6;15;12;17
368;1974;Graduation;Married;40049;0;1;29/11/2012;61;91;65;52;10;28
3312;1988;Graduation;Single;34176;1;0;12/05/2014;12;5;7;24;19;20
11121;1981;Graduation;Married;19419;1;0;10/11/2012;76;2;14;28;16;7
5332;1960;2n Cycle;Married;82504;0;0;27/07/2013;2;362;50;431;134;54
5848;1970;Graduation;Together;81205;0;0;13/01/2014;43;724;74;929;97;130
10343;1991;2n Cycle;Single;61618;0;0;29/09/2012;27;605;91;399;0;205
5935;1956;Master;Single;55284;0;1;24/12/2012;60;547;7;140;0;63
2895;1963;Graduation;Single;49980;0;1;23/10/2013;79;104;1;54;13;14
10262;1980;Graduation;Married;15072;2;0;10/05/2013;96;8;2;15;0;18
7848;1974;Graduation;Single;49166;0;1;13/06/2013;17;224;2;25;7;110
9477;1954;PhD;Married;65324;0;1;11/01/2014;0;384;0;102;21;5
4856;1957;2n Cycle;Married;82347;0;0;06/11/2012;38;556;54;845;202;63
7186;1966;PhD;Together;30843;1;1;26/05/2014;43;24;0;2;0;9
5794;1974;PhD;Married;46374;0;1;17/03/2014;1;408;0;21;0;17
1456;1979;Graduation;Single;60474;0;1;01/04/2013;25;265;199;303;234;170
4877;1973;Master;Married;38576;0;1;04/03/2014;2;34;0;7;0;0
425;1985;Graduation;Married;55357;2;0;19/02/2013;66;374;64;116;84;64
3007;1966;Graduation;Together;37758;1;1;04/10/2012;49;27;2;10;0;1
1031;1989;2n Cycle;Married;85710;0;0;05/05/2013;5;600;20;350;29;33
4297;1969;Graduation;Together;23228;1;0;26/01/2014;71;13;2;18;6;0
807;1969;Master;Together;44602;1;1;15/02/2014;35;167;2;89;0;34
9553;1987;Graduation;Married;7500;0;0;09/01/2013;94;0;2;3;4;5
4271;1989;2n Cycle;Together;38683;1;0;04/10/2012;80;46;35;69;84;66
4120;1975;2n Cycle;Single;49514;1;0;17/12/2013;61;88;39;78;58;93
2036;1973;PhD;Together;57906;0;1;11/06/2013;29;243;11;119;10;15
115;1966;Master;Single;43456;0;1;26/03/2013;0;275;11;68;25;7
4259;1986;Master;Single;19485;2;0;24/09/2013;80;6;0;4;0;0
8687;1978;Graduation;Together;53172;0;1;06/05/2013;54;121;62;90;68;125
2447;1979;Graduation;Together;30545;1;0;17/10/2012;71;4;12;15;19;12
10140;1983;PhD;Together;70123;0;0;28/09/2013;27;1308;0;396;23;0
9353;1959;Graduation;Single;62450;0;1;06/01/2014;61;515;47;267;62;38
3623;1976;Graduation;Together;21675;1;0;11/06/2014;55;4;0;16;17;4
738;1981;2n Cycle;Single;42395;1;1;04/04/2014;35;48;13;57;24;25
7631;1978;Master;Together;61346;1;0;06/10/2013;34;562;58;168;43;142
4789;1953;Graduation;Together;80812;0;0;17/09/2013;95;769;22;500;210;33
773;1971;Master;Divorced;42835;1;1;30/06/2013;64;379;4;93;12;98
10602;1983;Graduation;Married;39922;1;0;14/02/2013;30;29;12;59;19;36
1446;1956;Master;Single;86424;0;0;05/04/2014;12;387;68;569;89;68
3270;1978;2n Cycle;Together;17117;1;0;17/01/2013;96;12;23;38;30;7
8443;1972;Graduation;Single;24762;1;0;10/02/2014;16;6;10;12;3;40
9653;1975;Graduation;Married;35797;0;1;16/10/2012;16;27;1;14;4;21
8916;1975;Graduation;Divorced;36627;2;0;23/07/2013;78;9;1;5;0;1
8017;1981;2n Cycle;Married;51111;1;1;19/06/2014;83;22;0;19;6;3
5830;1972;PhD;Single;86857;0;0;12/09/2012;96;899;102;838;133;40
4597;1970;PhD;Together;82072;0;0;02/07/2013;67;889;55;685;168;129
7023;1953;PhD;Single;46231;2;1;26/11/2012;87;189;2;55;0;12
8086;1959;Graduation;Married;42243;1;1;11/12/2013;34;48;0;2;0;5
8825;1962;Graduation;Together;51195;1;1;01/04/2013;46;230;14;156;82;58
2930;1978;Master;Single;68092;0;0;16/12/2013;7;852;60;207;78;48
1928;1973;Graduation;Married;31814;1;0;09/02/2013;73;35;3;20;4;20
7108;1965;Master;Widow;51390;1;1;08/09/2012;54;205;20;47;23;56
10925;1983;Graduation;Married;76630;0;0;14/01/2014;93;255;31;446;40;175
9960;1991;Basic;Single;26868;1;0;30/04/2014;52;0;0;1;8;2
8800;1943;PhD;Divorced;48948;0;0;01/02/2013;53;437;8;206;160;42
9224;1972;PhD;Single;55260;0;1;12/12/2012;81;825;8;53;11;242
5519;1956;Graduation;Together;64090;0;1;07/08/2013;8;316;58;161;76;135
5046;1958;Graduation;Divorced;78331;0;1;23/01/2014;97;756;138;354;160;61
7037;1974;PhD;Married;37087;1;0;11/08/2013;50;194;55;134;15;3
905;1986;Graduation;Divorced;21846;1;0;22/10/2013;38;7;17;18;6;26
8624;1958;Graduation;Married;81320;0;0;06/02/2013;61;183;33;493;59;57
8945;1970;Graduation;Divorced;54137;0;1;16/08/2013;46;171;0;11;0;20
6445;1967;Graduation;Together;66825;0;0;14/07/2013;73;243;101;405;29;40
2727;1973;Graduation;Together;57100;0;0;04/12/2013;19;181;21;69;39;96
6404;1969;Graduation;Together;58917;1;2;24/03/2013;10;151;7;89;0;28
11074;1977;Graduation;Single;85072;0;0;09/04/2014;94;494;92;391;194;241
10150;1961;Graduation;Single;86429;0;0;21/11/2013;10;464;28;873;29;37
1968;1971;Graduation;Widow;45684;1;0;02/12/2013;37;5;1;5;10;7
6534;1974;Graduation;Together;47889;1;0;04/01/2014;94;29;0;29;0;4
9485;1986;PhD;Married;45921;0;0;10/03/2014;23;102;9;49;24;12
7053;1966;PhD;Single;78420;0;0;29/06/2013;75;604;28;674;91;28
4654;1992;Graduation;Together;75114;0;0;07/11/2013;40;571;12;523;63;24
9760;1963;PhD;Widow;52278;0;1;25/01/2013;24;953;0;71;0;174
1048;1972;Master;Married;35641;1;0;14/07/2013;11;63;3;67;8;28
10619;1994;Graduation;Single;95529;0;0;03/12/2012;29;770;29;890;250;24
9308;1954;Graduation;Married;62820;0;0;11/05/2013;51;398;61;265;138;53
10505;1960;Master;Together;73113;0;0;26/12/2013;86;741;19;154;50;28
8362;1982;PhD;Married;84169;0;0;07/08/2013;9;1478;19;403;0;0
2625;1954;2n Cycle;Single;42607;0;1;17/11/2013;30;156;29;56;30;47
4637;1954;PhD;Single;74637;0;0;18/05/2013;73;960;64;464;146;16
9972;1955;PhD;Together;46015;1;1;13/04/2014;25;38;0;2;0;6
4483;1993;Graduation;Single;72354;0;0;17/04/2013;67;315;26;473;220;182
4487;1969;Master;Single;39858;1;0;24/01/2013;67;15;20;25;2;26
4988;1948;PhD;Married;34469;1;1;04/05/2014;58;19;6;20;0;12
8931;1986;Graduation;Together;83033;1;0;18/05/2014;82;812;99;431;237;33
5871;1979;Master;Together;24401;0;0;31/08/2012;98;73;28;217;10;115
2008;1978;Graduation;Married;77583;0;0;10/02/2014;93;372;23;384;250;108
3139;1982;2n Cycle;Single;74116;0;0;30/12/2013;53;871;111;704;145;166
10037;1993;Graduation;Single;74293;0;0;04/05/2014;66;375;152;335;93;81
10673;1976;PhD;Married;68397;0;1;17/11/2013;6;760;80;466;17;80
5303;1974;PhD;Together;79632;0;0;08/04/2014;42;471;0;510;99;12
538;1989;Graduation;Single;46107;1;0;10/02/2014;78;31;9;27;16;33
7922;1951;PhD;Single;64950;0;1;12/08/2012;29;819;0;72;12;63
5692;1989;Basic;Married;25443;1;0;22/12/2012;82;1;4;3;8;7
4843;1952;Graduation;Single;75127;0;0;22/05/2014;92;203;35;305;46;227
6383;1971;PhD;Together;32892;1;0;25/05/2014;78;26;0;15;2;2
1628;1971;Graduation;Together;71796;0;0;24/10/2013;54;354;21;311;167;32
1204;1970;PhD;Married;67536;0;1;22/05/2013;45;1253;0;447;23;35
3673;1971;Graduation;Single;55239;0;1;14/07/2013;59;371;17;238;23;106
760;1975;PhD;Divorced;60554;1;0;09/08/2013;8;588;7;76;110;15
8957;1952;2n Cycle;Single;64831;1;1;10/06/2013;51;480;86;249;75;144
4128;1962;PhD;Together;56067;0;1;20/07/2013;51;517;12;54;16;120
6810;1983;Graduation;Divorced;82025;0;0;28/05/2013;76;267;98;606;48;98
5386;1953;Graduation;Together;94384;0;0;04/03/2013;62;1111;24;790;160;172
8700;1986;Basic;Single;14906;0;0;22/12/2012;86;7;7;14;7;15
3202;1987;PhD;Married;51563;0;0;01/10/2012;60;1166;0;48;0;36
1328;1982;2n Cycle;Married;57937;0;1;16/02/2014;56;261;42;144;55;133
8405;1979;Graduation;Divorced;68274;1;1;30/09/2013;83;135;25;51;23;46
6515;1977;Graduation;Together;39771;1;0;06/12/2013;92;6;2;18;2;14
2882;1975;2n Cycle;Divorced;67893;0;1;01/10/2012;31;711;28;142;49;47
7574;1979;PhD;Together;27922;1;0;10/05/2014;80;11;0;13;2;11
6387;1976;PhD;Together;52190;1;1;08/05/2014;39;42;0;17;0;18
5320;1973;Master;Divorced;44051;1;1;29/01/2013;20;79;7;58;6;18
5048;1971;PhD;Single;42767;2;0;11/05/2013;53;20;6;43;19;38
8146;1976;Master;Together;46106;1;1;11/05/2014;84;30;0;8;2;14
10031;1976;PhD;Married;16927;1;1;10/02/2013;50;20;2;23;3;4
5748;1965;Graduation;Married;59754;0;1;01/12/2012;96;115;27;44;4;139
2134;1952;Graduation;Single;53700;0;1;17/08/2012;94;263;5;233;69;83
1523;1973;Graduation;Married;59041;1;1;07/05/2014;25;69;2;15;2;6
9665;1957;PhD;Divorced;54237;0;1;27/04/2013;48;267;3;30;4;57
4640;1967;Graduation;Divorced;70647;0;1;21/09/2012;65;561;85;171;25;114
3635;1962;PhD;Single;52597;0;1;07/05/2014;69;492;0;37;7;42
3547;1969;Master;Together;41021;1;0;30/12/2012;12;14;7;9;6;12
2456;1975;PhD;Married;40233;0;1;14/10/2013;84;80;4;46;0;2
5633;1980;Graduation;Married;50183;1;1;25/06/2014;47;97;12;84;13;15
7801;1959;Graduation;Together;54753;0;1;12/09/2013;87;197;107;227;7;131
10489;1973;Graduation;Married;92955;0;0;19/08/2013;35;693;21;925;31;84
7011;1973;Graduation;Married;33471;1;0;12/10/2012;47;43;2;27;0;12
2620;1974;PhD;Married;34596;1;0;13/04/2013;48;14;0;2;0;7
3933;1980;Graduation;Together;44010;1;0;13/10/2012;46;186;36;234;86;48
10981;1988;Graduation;Married;84219;0;0;02/02/2014;27;434;137;400;45;45
1734;1968;PhD;Together;40706;2;1;17/01/2013;37;59;0;11;4;5
10995;1988;2n Cycle;Married;15716;1;0;12/11/2012;8;16;5;30;8;26
6357;1959;2n Cycle;Divorced;59052;0;1;17/11/2013;29;230;35;75;63;31
9209;1971;Master;Together;80573;0;0;14/10/2012;85;829;138;430;60;15
10286;1962;Graduation;Married;83715;0;0;03/02/2014;2;318;8;407;150;8
2611;1959;Master;Together;82576;0;0;01/08/2012;66;1206;55;445;168;18
1600;1965;Master;Married;56962;2;1;11/10/2013;60;292;3;77;10;26
3308;1952;Graduation;Married;35704;1;1;03/01/2014;54;30;9;12;2;30
5407;1954;Graduation;Together;53103;0;1;12/09/2013;70;729;17;133;11;195
2166;1960;2n Cycle;Widow;46779;1;1;12/07/2013;55;12;1;3;0;7
3955;1965;Graduation;Divorced;4861;0;0;22/06/2014;20;2;1;1;1;1
6634;1979;Master;Divorced;33462;1;0;07/08/2013;78;22;3;18;0;11
3056;1978;Graduation;Divorced;63693;0;1;14/10/2013;63;587;43;337;42;54
5718;1950;Graduation;Married;80763;0;0;15/08/2013;17;674;168;108;192;231
6872;1974;PhD;Married;65352;0;1;21/08/2013;43;284;3;84;4;23
8164;1978;PhD;Married;82170;0;0;25/11/2013;13;1023;93;651;49;37
4580;1969;Graduation;Married;75759;0;0;25/10/2013;46;1394;22;708;89;182
9305;1976;2n Cycle;Single;79689;0;0;12/05/2013;65;311;26;640;180;121
453;1956;PhD;Widow;35340;1;1;29/06/2014;1;27;0;12;0;5
8545;1954;Graduation;Divorced;85683;0;0;21/03/2014;6;1296;17;311;45;51
9850;1972;2n Cycle;Married;24884;1;0;29/11/2012;32;3;6;7;0;3
7378;1981;Master;Together;42021;1;0;31/08/2012;34;393;5;136;7;27
7646;1989;Graduation;Single;64449;1;0;18/02/2014;70;218;63;282;137;70
1640;1954;Graduation;Divorced;64587;1;1;22/06/2014;49;66;0;16;0;20
5184;1995;Graduation;Single;34824;0;0;26/03/2014;65;4;2;11;2;4
8492;1978;Graduation;Together;75437;0;0;09/11/2013;25;795;0;545;95;0
11188;1957;Graduation;Together;26091;1;1;25/02/2014;84;15;10;19;8;20
1212;1973;Graduation;Married;52845;1;0;13/08/2013;7;384;25;292;130;64
9097;1956;Graduation;Divorced;46086;0;1;03/11/2013;34;244;8;32;7;50
10473;1956;PhD;Widow;78028;0;1;10/09/2012;38;158;19;288;25;38
7962;1987;PhD;Single;95169;0;0;09/10/2013;1;1285;21;449;106;20
9984;1981;2n Cycle;Married;56337;1;1;27/03/2013;25;349;16;144;28;182
5527;1987;Graduation;Together;22434;1;0;13/02/2013;25;4;12;11;3;15
6374;1954;PhD;Married;36930;0;1;17/05/2013;50;223;2;31;0;39
7453;1954;Graduation;Single;36130;0;1;02/02/2013;46;157;43;127;68;37
8952;1953;Master;Married;65569;0;1;05/11/2012;96;397;46;288;20;70
241;1952;Graduation;Together;83844;0;0;12/05/2013;57;901;31;345;75;191
8975;1968;Graduation;Married;19514;1;1;26/01/2014;47;14;3;21;2;28
6119;1963;PhD;Single;36736;1;1;10/05/2013;52;10;0;3;0;4
5236;1979;Graduation;Together;77568;0;1;25/08/2012;30;1230;0;396;232;158
5723;1976;PhD;Together;49187;0;1;11/01/2014;63;81;1;31;2;0
1710;1978;Graduation;Single;30168;1;0;07/03/2013;51;154;20;66;0;27
1970;1968;Master;Together;34053;0;1;10/09/2012;14;63;0;21;7;12
5313;1971;Master;Married;38196;1;1;18/04/2014;20;30;0;11;0;3
10634;1951;Master;Married;59412;0;0;19/04/2014;56;90;67;165;30;11
7010;1965;2n Cycle;Married;70924;0;0;07/04/2014;41;635;114;254;132;76
8562;1969;Graduation;Together;54165;0;0;28/05/2013;72;127;4;73;15;11
3158;1973;Graduation;Married;32300;1;0;03/01/2013;1;13;3;6;6;6
4436;1976;Graduation;Single;20180;0;0;20/02/2013;27;18;42;24;15;18
5287;1973;Graduation;Married;34961;1;0;19/06/2014;77;45;2;26;4;1
2445;1974;PhD;Together;28440;1;0;07/07/2013;87;38;1;24;0;0
6059;1953;PhD;Together;64504;1;2;04/03/2013;81;986;36;168;16;108
4550;1966;Master;Together;33564;0;1;24/06/2014;51;61;0;3;0;7
4240;1978;Graduation;Married;17345;1;0;03/11/2012;79;4;9;16;17;12
8911;1967;PhD;Married;56320;0;1;08/04/2013;11;201;53;172;116;83
3706;1978;Graduation;Single;28647;1;0;21/08/2013;54;19;8;29;0;26
3628;1987;Basic;Single;15038;1;0;29/01/2013;93;4;8;11;19;26
10175;1958;PhD;Divorced;32173;0;1;01/08/2013;0;18;0;2;0;2
8985;1964;2n Cycle;Together;68316;0;1;04/11/2012;54;806;80;161;120;33
5204;1971;Graduation;Together;74538;0;0;29/06/2013;21;380;98;733;110;28
9220;1971;Graduation;Single;91700;0;0;17/01/2013;58;576;172;961;125;19
9888;1969;Graduation;Together;68695;0;0;25/06/2014;3;458;81;356;106;40
5263;1977;2n Cycle;Married;31056;1;0;22/01/2013;99;5;10;13;3;16
1020;1973;Graduation;Married;79593;0;0;12/05/2014;70;350;60;568;110;145
9503;1980;Graduation;Single;28071;0;0;29/08/2012;65;39;33;130;41;44
10613;1958;PhD;Together;37334;1;1;26/02/2014;44;26;1;16;2;15
67;1972;Master;Single;46423;1;1;18/09/2013;6;68;0;16;0;8
6019;1971;PhD;Married;37126;1;0;30/03/2014;9;45;3;9;4;7
5863;1953;Graduation;Married;47703;0;1;29/05/2013;95;359;0;134;13;123
3717;1959;Graduation;Married;61180;0;1;23/04/2014;70;403;24;29;6;218
6730;1954;Graduation;Married;38998;1;1;03/11/2012;92;34;1;14;0;5
10749;1991;Graduation;Single;8028;0;0;18/09/2012;62;73;18;66;7;2
4998;1962;Graduation;Together;76081;0;0;23/05/2014;85;292;30;415;63;200
